,player_id,name,season,round,team_rank,opponent_team_rank,team_pot,opp_pot,concede_pot,opp_concede_pot,prev_points,form_points,total_points,save_form,long_form,ict_form
6927,397,Gomes,2017/2018,8,4,6,1.25,0.25,2.5,1.75,1.0,2.0,3,3.0,2.6,2.2333333333333334
7253,420,Myhill,2017/2018,8,10,18,0.75,1.5,1.5,1.5,0.0,0.0,1,0.0,0.0,0.0
8039,469,Pope,2017/2018,8,7,15,0.5,0.6,0.5,2.2,9.0,6.333333333333332,4,3.6666666666666665,5.0,2.8000000000000003
8200,479,Hart,2017/2018,8,15,7,0.6,0.5,2.2,0.5,6.0,5.333333333333333,9,2.333333333333333,5.6,2.5
10,2,Cech,2017/2018,9,5,18,1.2,1.0,1.8,2.0,1.0,2.6666666666666665,1,1.0,4.8,0.5000000000000006
506,29,Begovic,2017/2018,9,19,17,0.6,1.2,1.6,1.8,2.0,3.333333333333333,2,2.333333333333333,2.6,2.233333333333334
976,54,Ryan,2017/2018,9,12,16,0.8,1.25,1.2,1.5,3.0,4.0,6,4.333333333333333,4.4,3.0
1687,94,Courtois,2017/2018,9,4,6,1.6,2.0,1.2,1.4,2.0,2.333333333333333,2,3.6666666666666665,3.8,2.3
2132,116,Speroni,2017/2018,9,20,7,0.0,1.4,2.4,0.8,3.0,0.0,2,0.0,0.0,0.0
2472,135,Pickford,2017/2018,9,18,5,1.0,1.2,2.0,1.8,2.0,2.333333333333333,3,4.0,2.2,3.1666666666666665
2876,163,Lössl,2017/2018,9,11,2,0.8,1.6,1.2,0.8,1.0,2.333333333333333,5,2.0,3.2,2.9666666666666663
3294,189,Schmeichel,2017/2018,9,14,15,1.2,0.8,1.6,1.8,2.0,5.0,3,2.333333333333333,3.8,1.6000000000000008
3725,213,Mignolet,2017/2018,9,9,3,1.6,1.4,3.0,0.8,6.0,3.0,0,2.0,3.4,1.2000000000000004
4158,240,Santana de Moraes,2017/2018,9,1,8,4.2,1.2,0.6,1.4,1.0,5.0,6,0.6666666666666666,5.4,0.9333333333333336
4548,260,de Gea,2017/2018,9,2,11,1.6,0.8,0.8,1.2,9.0,5.333333333333333,1,2.333333333333333,6.2,1.9666666666666663
4988,286,Elliot,2017/2018,9,7,20,1.4,0.0,0.8,2.4,1.0,3.333333333333333,7,0.3333333333333333,3.0,0.6666666666666665
5316,306,Forster,2017/2018,9,10,13,1.0,0.6,1.1666666666666667,1.4,1.0,5.333333333333333,6,3.0,5.2,2.5
5720,328,Butland,2017/2018,9,17,19,1.2,0.6,1.8,1.6,0.0,1.0,1,2.333333333333333,0.8,1.6000000000000003
6065,350,Fabianski,2017/2018,9,15,14,0.8,1.2,1.8,1.6,6.0,3.6666666666666665,2,3.333333333333333,4.6,2.3666666666666667
6492,375,Lloris,2017/2018,9,3,9,1.4,1.6,0.8,3.0,6.0,5.333333333333333,4,3.0,4.6,2.4666666666666672
6928,397,Gomes,2017/2018,9,6,4,2.0,1.6,1.4,1.2,3.0,1.6666666666666667,1,3.6666666666666665,1.4,2.5000000000000004
7261,421,Foster,2017/2018,9,13,10,0.6,1.0,1.4,1.1666666666666667,1.0,2.0,3,3.333333333333333,2.6,2.6666666666666665
8040,469,Pope,2017/2018,9,8,1,1.2,4.2,1.4,0.6,4.0,5.333333333333333,3,5.333333333333333,5.2,3.8666666666666663
8201,479,Hart,2017/2018,9,16,12,1.25,0.8,1.5,1.2,9.0,5.333333333333333,1,2.333333333333333,4.6,2.6666666666666665
11,2,Cech,2017/2018,10,5,17,2.6,0.6,0.8,0.6,1.0,1.3333333333333333,2,1.0,3.2,0.6000000000000006
507,29,Begovic,2017/2018,10,19,4,0.6,2.0,1.2,0.8,2.0,2.333333333333333,3,3.333333333333333,2.8,2.8000000000000007
977,54,Ryan,2017/2018,10,12,10,1.2,0.75,1.0,0.75,6.0,3.6666666666666665,2,2.333333333333333,4.6,1.7
1688,94,Courtois,2017/2018,10,4,19,2.0,0.6,0.8,1.2,2.0,3.333333333333333,6,2.6666666666666665,3.8,1.7333333333333332
2133,116,Speroni,2017/2018,10,20,16,0.8,0.8333333333333334,1.8,2.1666666666666665,2.0,2.0,1,2.0,0.0,1.1333333333333335
2473,135,Pickford,2017/2018,10,18,11,0.4,1.6,2.0,1.2,3.0,2.0,1,4.0,2.2,3.1
2877,163,Lössl,2017/2018,10,13,6,0.6,1.8,1.4,0.2,5.0,4.666666666666667,8,2.6666666666666665,4.4,4.1
3295,189,Schmeichel,2017/2018,10,11,18,1.6,0.4,1.2,2.0,3.0,3.6666666666666665,6,1.6666666666666667,4.6,1.333333333333334
3726,213,Mignolet,2017/2018,10,6,13,1.8,0.6,0.2,1.4,0.0,4.0,6,0.6666666666666666,4.2,0.6000000000000004
4159,240,Santana de Moraes,2017/2018,10,1,15,2.8,1.2,0.6,1.2,6.0,2.6666666666666665,1,0.6666666666666666,4.4,0.9333333333333336
4549,260,de Gea,2017/2018,10,2,3,3.0,2.4,0.0,0.6,1.0,6.333333333333332,9,3.333333333333333,6.6,2.4
4989,286,Elliot,2017/2018,10,9,7,0.6,0.6,1.0,0.4,7.0,3.6666666666666665,3,1.3333333333333333,3.0,1.4333333333333331
5317,306,Forster,2017/2018,10,10,12,0.75,1.2,0.75,1.0,6.0,3.0,2,1.6666666666666667,4.2,1.2
5721,328,Butland,2017/2018,10,14,8,1.0,1.0,2.2,2.2,1.0,2.333333333333333,6,1.6666666666666667,1.8,1.0000000000000004
6066,350,Fabianski,2017/2018,10,17,5,0.6,2.6,0.6,0.8,2.0,3.333333333333333,2,3.333333333333333,2.8,2.6
6493,375,Lloris,2017/2018,10,3,2,2.4,3.0,0.6,0.0,4.0,4.0,2,3.333333333333333,3.8,2.9333333333333336
6929,397,Gomes,2017/2018,10,8,14,1.0,1.0,2.2,2.2,1.0,2.0,2,3.333333333333333,1.8,2.2000000000000006
7262,421,Foster,2017/2018,10,15,1,1.2,2.8,1.2,0.6,3.0,1.6666666666666667,1,2.6666666666666665,2.4,2.0
8041,469,Pope,2017/2018,10,7,9,0.6,0.6,0.4,1.0,3.0,5.333333333333333,9,5.666666666666668,6.2,3.266666666666667
8202,479,Hart,2017/2018,10,16,20,0.8333333333333334,0.8,2.1666666666666665,1.8,1.0,4.333333333333333,3,4.333333333333333,4.0,4.233333333333333
12,2,Cech,2017/2018,11,6,1,1.1666666666666667,4.0,2.0,0.6666666666666666,2.0,1.6666666666666667,2,1.6666666666666667,2.4,1.0000000000000009
508,29,Begovic,2017/2018,11,17,11,0.6666666666666666,1.1666666666666667,1.3333333333333333,0.8333333333333334,3.0,4.666666666666667,9,3.0,4.4,2.2000000000000006
978,54,Ryan,2017/2018,11,8,19,0.8333333333333334,0.6666666666666666,1.0,1.6666666666666667,2.0,4.666666666666667,6,1.3333333333333333,4.0,1.0
1689,94,Courtois,2017/2018,11,4,2,1.5,1.3333333333333333,1.0,0.8333333333333334,6.0,5.0,7,2.333333333333333,4.0,1.466666666666666
2134,116,Speroni,2017/2018,11,20,3,0.0,1.3333333333333333,2.1666666666666665,0.6666666666666666,1.0,1.6666666666666667,2,1.0,0.0,0.6
2474,135,Pickford,2017/2018,11,15,9,1.3333333333333333,2.0,2.0,1.6666666666666667,1.0,1.6666666666666667,1,3.6666666666666665,1.8,3.0000000000000004
2878,163,Lössl,2017/2018,11,10,16,0.8333333333333334,0.5,1.0,1.3333333333333333,8.0,7.0,8,3.333333333333333,4.6,4.066666666666666
3296,189,Schmeichel,2017/2018,11,12,14,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.8333333333333333,6.0,3.6666666666666665,2,3.333333333333333,4.6,2.900000000000001
3727,213,Mignolet,2017/2018,11,5,18,2.0,1.2,2.6666666666666665,2.0,6.0,2.6666666666666665,2,0.3333333333333333,3.4,0.4000000000000004
4160,240,Santana de Moraes,2017/2018,11,1,6,4.0,1.1666666666666667,0.6666666666666666,2.0,1.0,3.0,2,1.3333333333333333,3.6,1.366666666666667
4550,260,de Gea,2017/2018,11,2,4,1.3333333333333333,1.5,0.8333333333333334,1.0,9.0,4.666666666666667,4,4.0,5.8,2.8333333333333326
4990,286,Elliot,2017/2018,11,11,17,1.1666666666666667,0.6666666666666666,0.8333333333333334,1.3333333333333333,3.0,4.333333333333333,3,2.6666666666666665,3.2,2.4
5318,306,Forster,2017/2018,11,13,7,0.8571428571428571,1.1666666666666667,1.1428571428571428,1.1666666666666667,2.0,3.333333333333333,2,1.0,4.0,0.8333333333333334
5722,328,Butland,2017/2018,11,14,12,1.3333333333333333,1.3333333333333333,1.8333333333333333,1.6666666666666667,6.0,2.6666666666666665,1,1.0,2.0,0.8666666666666671
6067,350,Fabianski,2017/2018,11,19,8,0.6666666666666666,0.8333333333333334,1.6666666666666667,1.0,2.0,2.0,2,3.0,3.0,2.466666666666667
6930,397,Gomes,2017/2018,11,9,15,2.0,1.3333333333333333,1.6666666666666667,2.0,2.0,1.3333333333333333,1,2.333333333333333,1.6,1.6333333333333335
7263,421,Foster,2017/2018,11,16,10,0.5,0.8333333333333334,1.3333333333333333,1.0,1.0,2.0,2,3.0,1.8,2.0
8042,469,Pope,2017/2018,11,7,13,1.1666666666666667,0.8571428571428571,1.1666666666666667,1.1428571428571428,9.0,6.666666666666668,8,5.0,6.6,3.1333333333333333
8203,479,Hart,2017/2018,11,18,5,1.2,2.0,2.0,2.6666666666666665,3.0,1.6666666666666667,1,4.333333333333333,4.0,3.266666666666667
8824,536,Karnezis,2017/2018,11,9,15,2.0,1.3333333333333333,1.6666666666666667,2.0,0.0,0.0,0,0.0,0.0,0.0
8972,565,Gazzaniga,2017/2018,11,3,20,1.3333333333333333,0.0,0.6666666666666666,2.1666666666666665,0.0,0.0,9,0.0,0.0,0.0
13,2,Cech,2017/2018,12,6,4,2.5,2.0,0.6666666666666666,0.8333333333333334,2.0,4.0,8,2.6666666666666665,2.8,1.9333333333333345
509,29,Begovic,2017/2018,12,13,10,1.1666666666666667,0.5,1.0,1.8333333333333333,9.0,6.666666666666668,8,3.6666666666666665,4.8,2.1000000000000005
979,54,Ryan,2017/2018,12,9,15,1.3333333333333333,1.1666666666666667,1.1666666666666667,2.1666666666666665,6.0,3.333333333333333,2,2.0,3.8,1.6666666666666667
1690,94,Courtois,2017/2018,12,3,17,2.333333333333333,1.0,0.6666666666666666,1.6666666666666667,7.0,6.333333333333332,6,2.0,4.6,1.3333333333333328
2135,116,Speroni,2017/2018,12,20,16,1.0,0.6666666666666666,1.8333333333333333,2.0,2.0,1.6666666666666667,2,1.3333333333333333,2.0,1.0333333333333332
2475,135,Pickford,2017/2018,12,16,20,0.6666666666666666,1.0,2.0,1.8333333333333333,1.0,1.3333333333333333,2,2.333333333333333,1.8,2.000000000000001
2879,163,Lössl,2017/2018,12,10,13,0.5,1.1666666666666667,1.8333333333333333,1.0,8.0,5.333333333333333,0,3.0,4.4,3.0666666666666664
3297,189,Schmeichel,2017/2018,12,12,1,1.3333333333333333,2.6666666666666665,1.3333333333333333,0.5,2.0,3.0,1,3.0,2.8,2.8333333333333344
3728,213,Mignolet,2017/2018,12,5,14,2.0,0.6,0.16666666666666666,1.2,2.0,4.666666666666667,6,0.0,4.0,0.3666666666666671
4161,240,Santana de Moraes,2017/2018,12,1,12,2.6666666666666665,1.3333333333333333,0.5,1.3333333333333333,2.0,3.0,6,1.6666666666666667,3.2,1.4
4551,260,de Gea,2017/2018,12,2,11,3.1666666666666665,0.6666666666666666,0.16666666666666666,1.5,4.0,5.333333333333333,3,5.0,5.2,3.1
4991,286,Elliot,2017/2018,12,11,2,0.6666666666666666,3.1666666666666665,1.5,0.16666666666666666,3.0,2.333333333333333,1,3.6666666666666665,3.0,3.0666666666666664
5319,306,Forster,2017/2018,12,14,5,0.6,2.0,1.2,0.16666666666666666,2.0,2.0,2,2.0,2.6,1.4666666666666668
5742,329,Grant,2017/2018,12,15,9,1.1666666666666667,1.3333333333333333,2.1666666666666665,1.1666666666666667,0.0,0.0,1,0.0,0.0,0.0
6068,350,Fabianski,2017/2018,12,19,7,0.5,0.8333333333333334,0.8333333333333334,0.3333333333333333,2.0,2.333333333333333,3,3.333333333333333,3.0,2.566666666666667
6494,375,Lloris,2017/2018,12,4,6,2.0,2.5,0.8333333333333334,0.6666666666666666,2.0,2.6666666666666665,2,3.6666666666666665,4.0,2.9666666666666672
6931,397,Gomes,2017/2018,12,8,18,1.1666666666666667,0.7142857142857143,1.8333333333333333,2.142857142857143,1.0,3.333333333333333,7,2.6666666666666665,2.8,2.2
7264,421,Foster,2017/2018,12,17,3,1.0,2.333333333333333,1.6666666666666667,0.6666666666666666,2.0,1.3333333333333333,1,2.333333333333333,1.6,1.5666666666666664
8043,469,Pope,2017/2018,12,7,19,0.8333333333333334,0.5,0.3333333333333333,0.8333333333333334,8.0,8.333333333333334,8,3.0,6.4,2.3000000000000003
8204,479,Hart,2017/2018,12,18,8,0.7142857142857143,1.1666666666666667,2.142857142857143,1.8333333333333333,1.0,2.0,2,5.333333333333333,3.2,3.4333333333333336
14,2,Cech,2017/2018,13,4,7,1.1428571428571428,0.7142857142857143,1.7142857142857142,0.42857142857142855,8.0,5.333333333333333,6,3.0,3.8,1.966666666666668
510,29,Begovic,2017/2018,13,13,19,0.5714285714285714,0.5714285714285714,1.1428571428571428,1.4285714285714286,8.0,7.666666666666668,6,2.6666666666666665,5.6,1.6666666666666672
980,54,Ryan,2017/2018,13,9,2,0.7142857142857143,2.8571428571428568,1.0,0.14285714285714285,2.0,3.6666666666666665,3,3.333333333333333,3.8,2.6
1691,94,Courtois,2017/2018,13,3,6,2.142857142857143,1.8571428571428568,0.7142857142857143,0.2857142857142857,6.0,5.333333333333333,3,2.6666666666666665,4.8,1.5333333333333332
2115,115,Hennessey,2017/2018,13,20,15,1.1428571428571428,1.1428571428571428,1.7142857142857142,2.142857142857143,1.0,1.3333333333333333,2,3.0,1.8,2.4999999999999987
2476,135,Pickford,2017/2018,13,16,10,0.7142857142857143,1.25,2.2857142857142856,1.125,2.0,1.0,0,2.333333333333333,1.4,1.9666666666666683
2880,163,Lössl,2017/2018,13,11,1,0.8571428571428571,2.5714285714285716,1.1428571428571428,0.5714285714285714,0.0,3.333333333333333,2,2.333333333333333,4.6,1.966666666666666
3298,189,Schmeichel,2017/2018,13,12,18,1.2857142857142858,1.1666666666666667,1.5714285714285714,1.8333333333333333,1.0,2.0,3,3.333333333333333,3.0,3.166666666666668
3729,213,Mignolet,2017/2018,13,6,3,1.8571428571428568,2.142857142857143,0.2857142857142857,0.7142857142857143,6.0,3.333333333333333,2,0.6666666666666666,3.2,0.7000000000000005
4162,240,Santana de Moraes,2017/2018,13,1,11,2.5714285714285716,0.8571428571428571,0.5714285714285714,1.1428571428571428,6.0,3.333333333333333,2,1.0,3.4,0.8333333333333335
4552,260,de Gea,2017/2018,13,2,9,2.8571428571428568,0.7142857142857143,0.14285714285714285,1.0,3.0,4.333333333333333,6,4.333333333333333,4.6,2.766666666666666
4992,286,Elliot,2017/2018,13,14,8,1.0,2.142857142857143,1.1428571428571428,1.4285714285714286,1.0,1.6666666666666667,1,3.0,3.0,2.6333333333333333
5320,306,Forster,2017/2018,13,10,16,1.25,0.7142857142857143,1.125,2.2857142857142856,2.0,2.0,2,2.0,2.8,1.366666666666667
5743,329,Grant,2017/2018,13,15,20,1.1428571428571428,1.1428571428571428,2.142857142857143,1.7142857142857142,1.0,0.0,2,0.0,0.0,0.0
6069,350,Fabianski,2017/2018,13,19,13,0.5714285714285714,0.5714285714285714,1.4285714285714286,1.1428571428571428,3.0,4.666666666666667,9,4.0,3.6,2.9
6495,375,Lloris,2017/2018,13,5,17,1.2857142857142858,0.5714285714285714,0.7142857142857143,1.2857142857142858,2.0,2.0,2,2.0,3.2,2.0000000000000004
6932,397,Gomes,2017/2018,13,8,14,2.142857142857143,1.0,1.4285714285714286,1.1428571428571428,7.0,5.333333333333333,8,3.0,3.8,2.6666666666666665
7265,421,Foster,2017/2018,13,17,5,0.5714285714285714,1.2857142857142858,1.2857142857142858,0.7142857142857143,1.0,1.6666666666666667,2,3.0,1.8,1.7666666666666664
8044,469,Pope,2017/2018,13,7,4,0.7142857142857143,1.1428571428571428,0.42857142857142855,1.7142857142857142,8.0,6.0,2,1.6666666666666667,6.0,1.6333333333333335
8205,479,Hart,2017/2018,13,18,12,1.1666666666666667,1.2857142857142858,1.8333333333333333,1.5714285714285714,2.0,1.6666666666666667,2,3.333333333333333,1.8,1.866666666666667
15,2,Cech,2017/2018,14,4,14,2.8571428571428568,0.42857142857142855,0.5714285714285714,2.2857142857142856,6.0,6.666666666666668,6,2.6666666666666665,4.8,1.9000000000000008
511,29,Begovic,2017/2018,14,15,6,1.1428571428571428,1.2857142857142858,1.1428571428571428,1.1428571428571428,6.0,5.0,1,2.0,5.4,1.2666666666666673
981,54,Ryan,2017/2018,14,10,20,1.1428571428571428,0.0,1.0,1.8571428571428568,3.0,4.666666666666667,9,4.0,4.4,2.8666666666666667
1692,94,Courtois,2017/2018,14,3,19,1.4285714285714286,0.42857142857142855,0.8571428571428571,0.8571428571428571,3.0,5.0,6,1.6666666666666667,5.6,1.1333333333333329
2116,115,Hennessey,2017/2018,14,20,10,0.0,1.1428571428571428,1.8571428571428568,1.0,2.0,4.0,9,2.6666666666666665,3.2,2.233333333333332
2477,135,Pickford,2017/2018,14,13,18,1.7142857142857142,0.625,1.7142857142857142,2.375,0.0,5.0,13,3.0,3.4,2.900000000000001
2881,163,Lössl,2017/2018,14,14,4,0.42857142857142855,2.8571428571428568,2.2857142857142856,0.5714285714285714,2.0,0.6666666666666666,0,1.6666666666666667,3.6,1.5999999999999996
3299,189,Schmeichel,2017/2018,14,9,7,1.4285714285714286,1.8571428571428568,1.2857142857142858,1.0,3.0,2.0,2,3.0,2.8,2.400000000000001
3730,213,Mignolet,2017/2018,14,5,16,2.142857142857143,1.1428571428571428,2.2857142857142856,2.0,2.0,4.333333333333333,5,1.0,4.2,0.6666666666666671
4163,240,Santana de Moraes,2017/2018,14,1,11,3.7142857142857135,0.6666666666666666,0.7142857142857143,1.3333333333333333,2.0,3.333333333333333,2,0.6666666666666666,2.6,0.6333333333333334
4553,260,de Gea,2017/2018,14,2,8,1.7142857142857142,1.2857142857142858,1.0,2.142857142857143,6.0,3.333333333333333,1,2.333333333333333,4.6,1.5999999999999994
4996,287,Darlow,2017/2018,14,12,17,0.8571428571428571,1.1428571428571428,1.5714285714285714,1.7142857142857142,0.0,0.0,1,0.0,0.0,0.0
5321,306,Forster,2017/2018,14,11,1,0.6666666666666666,3.7142857142857135,1.3333333333333333,0.7142857142857143,2.0,3.0,5,5.333333333333333,2.6,3.3666666666666667
5744,329,Grant,2017/2018,14,16,5,1.1428571428571428,2.142857142857143,2.0,2.2857142857142856,2.0,1.6666666666666667,2,2.6666666666666665,0.0,2.1
6070,350,Fabianski,2017/2018,14,19,3,0.42857142857142855,1.4285714285714286,0.8571428571428571,0.8571428571428571,9.0,5.666666666666668,5,6.666666666666668,4.2,4.633333333333333
6496,375,Lloris,2017/2018,14,7,9,1.8571428571428568,1.4285714285714286,1.0,1.2857142857142858,2.0,1.6666666666666667,1,1.6666666666666667,2.2,1.4000000000000006
6933,397,Gomes,2017/2018,14,8,2,1.2857142857142858,1.7142857142857142,2.142857142857143,1.0,8.0,5.0,0,3.0,3.6,2.566666666666667
7266,421,Foster,2017/2018,14,17,12,1.1428571428571428,0.8571428571428571,1.7142857142857142,1.5714285714285714,2.0,1.6666666666666667,2,3.333333333333333,1.6,1.9
8045,469,Pope,2017/2018,14,6,15,1.2857142857142858,1.1428571428571428,1.1428571428571428,1.1428571428571428,2.0,4.0,2,1.0,5.8,1.2666666666666668
8206,479,Hart,2017/2018,14,18,13,0.625,1.7142857142857142,2.375,1.7142857142857142,2.0,3.0,5,2.333333333333333,2.6,1.8
16,2,Cech,2017/2018,15,5,2,2.625,1.875,0.875,1.0,6.0,4.333333333333333,1,2.0,4.6,1.5666666666666675
512,29,Begovic,2017/2018,15,14,11,1.125,0.7142857142857143,1.125,1.2857142857142858,1.0,3.0,2,1.6666666666666667,5.2,1.4000000000000006
982,54,Ryan,2017/2018,15,12,4,1.125,2.5,1.5,2.125,9.0,4.0,0,3.333333333333333,4.0,2.3666666666666667
1693,94,Courtois,2017/2018,15,3,15,1.625,0.875,0.875,1.75,6.0,3.6666666666666665,2,1.3333333333333333,4.8,0.8666666666666663
2136,116,Speroni,2017/2018,15,18,17,0.0,1.0,1.625,1.5,2.0,5.0,11,3.6666666666666665,3.6,2.766666666666667
2478,135,Pickford,2017/2018,15,10,16,1.75,0.375,1.5,2.25,13.0,7.333333333333332,9,2.333333333333333,5.0,2.366666666666668
2882,163,Lössl,2017/2018,15,16,10,0.375,1.75,2.25,1.5,0.0,1.0,1,2.0,2.2,1.7
3300,189,Schmeichel,2017/2018,15,9,7,1.375,1.125,1.125,1.125,2.0,5.0,10,4.0,3.6,2.900000000000001
3731,213,Mignolet,2017/2018,15,4,12,2.5,1.125,2.125,1.5,5.0,3.0,2,1.3333333333333333,3.4,0.9666666666666672
4164,240,Santana de Moraes,2017/2018,15,1,19,3.5,0.6666666666666666,0.75,2.333333333333333,2.0,2.333333333333333,3,1.3333333333333333,3.0,1.1
4554,260,de Gea,2017/2018,15,2,5,1.875,2.625,1.0,0.875,1.0,5.0,8,5.666666666666668,4.4,3.5666666666666664
4997,287,Darlow,2017/2018,15,15,3,0.875,1.625,1.75,0.875,1.0,0.0,3,0.0,0.0,0.0
5322,306,Forster,2017/2018,15,11,14,0.7142857142857143,1.125,1.2857142857142858,1.125,5.0,3.333333333333333,3,5.0,2.8,3.3666666666666663
5723,328,Butland,2017/2018,15,13,20,1.25,0.5,1.875,1.0,1.0,3.333333333333333,3,1.6666666666666667,2.2,0.8666666666666671
6071,350,Fabianski,2017/2018,15,20,13,0.5,1.25,1.0,1.875,5.0,5.0,1,5.0,4.0,3.666666666666666
6497,375,Lloris,2017/2018,15,6,8,1.75,1.25,1.0,2.0,1.0,1.6666666666666667,2,1.0,1.8,0.8000000000000006
6934,397,Gomes,2017/2018,15,8,6,1.25,1.75,2.0,1.0,0.0,3.333333333333333,2,1.6666666666666667,3.6,1.366666666666667
7267,421,Foster,2017/2018,15,17,18,1.0,0.0,1.5,1.625,2.0,3.333333333333333,6,3.0,2.6,1.7666666666666664
7592,438,San Miguel del Castillo,2017/2018,15,19,1,0.6666666666666666,3.5,2.333333333333333,0.75,0.0,0.0,2,0.0,0.0,0.0
8046,469,Pope,2017/2018,15,7,9,1.125,1.375,1.125,1.125,2.0,2.0,2,1.3333333333333333,4.4,1.0666666666666669
17,2,Cech,2017/2018,16,5,11,1.125,1.2222222222222223,1.625,1.1111111111111112,1.0,3.0,2,2.0,4.6,1.7666666666666675
513,29,Begovic,2017/2018,16,14,20,0.75,1.25,1.25,1.75,2.0,3.6666666666666665,8,3.333333333333333,5.0,2.9333333333333336
983,54,Ryan,2017/2018,16,13,12,0.625,1.0,1.125,1.0,0.0,3.6666666666666665,2,3.333333333333333,3.2,2.2
1694,94,Courtois,2017/2018,16,3,18,1.875,1.1428571428571428,0.75,1.5714285714285714,2.0,3.333333333333333,2,0.6666666666666666,3.8,0.6999999999999996
2137,116,Speroni,2017/2018,16,20,14,1.25,0.75,1.75,1.25,11.0,5.0,2,4.333333333333333,3.6,3.266666666666667
2479,135,Pickford,2017/2018,16,10,4,0.75,1.75,2.125,0.375,9.0,8.0,2,2.6666666666666665,5.2,2.566666666666667
2883,163,Lössl,2017/2018,16,12,13,1.0,0.625,1.0,1.125,1.0,2.333333333333333,6,1.6666666666666667,1.8,1.2666666666666664
3301,189,Schmeichel,2017/2018,16,8,16,1.5,1.125,1.625,1.375,10.0,4.333333333333333,1,3.6666666666666665,3.4,2.4666666666666672
3732,213,Mignolet,2017/2018,16,4,10,1.75,0.75,0.375,2.125,2.0,3.0,2,1.0,3.4,0.7666666666666672
4165,240,Santana de Moraes,2017/2018,16,1,2,2.5,2.625,0.625,0.375,3.0,2.6666666666666665,3,2.6666666666666665,3.2,2.033333333333333
4555,260,de Gea,2017/2018,16,2,1,2.625,2.5,0.375,0.625,8.0,3.6666666666666665,2,6.666666666666668,4.0,4.4
4998,287,Darlow,2017/2018,16,16,8,1.125,1.5,1.375,1.625,3.0,2.0,2,3.6666666666666665,0.0,3.0333333333333337
5323,306,Forster,2017/2018,16,11,5,1.2222222222222223,1.125,1.1111111111111112,1.625,3.0,3.6666666666666665,3,6.333333333333332,3.0,4.366666666666666
5724,328,Butland,2017/2018,16,15,6,1.125,1.75,2.5,0.75,3.0,2.0,2,4.0,2.6,2.4666666666666672
6072,350,Fabianski,2017/2018,16,19,17,0.625,0.5,1.25,1.25,1.0,4.0,6,3.6666666666666665,4.8,2.599999999999999
6498,375,Lloris,2017/2018,16,6,15,1.75,1.125,0.75,2.5,2.0,1.6666666666666667,2,1.3333333333333333,1.8,0.9000000000000005
6935,397,Gomes,2017/2018,16,9,7,1.875,0.75,1.375,0.375,2.0,1.6666666666666667,3,2.333333333333333,4.0,1.6333333333333335
7268,421,Foster,2017/2018,16,17,19,0.5,0.625,1.25,1.25,6.0,3.333333333333333,2,2.333333333333333,2.6,1.7
7593,438,San Miguel del Castillo,2017/2018,16,18,3,1.1428571428571428,1.875,1.5714285714285714,0.75,2.0,0.0,5,0.0,0.0,0.0
8047,469,Pope,2017/2018,16,7,9,0.75,1.875,0.375,1.375,2.0,3.333333333333333,6,1.6666666666666667,4.0,1.5
18,2,Cech,2017/2018,17,7,19,1.0,1.0,1.4444444444444444,1.375,2.0,3.0,6,1.3333333333333333,4.2,1.2666666666666675
514,29,Begovic,2017/2018,17,14,2,0.6666666666666666,2.4444444444444446,1.2222222222222223,0.3333333333333333,8.0,4.0,2,3.0,3.8,2.833333333333334
984,54,Ryan,2017/2018,17,13,4,0.5555555555555556,1.7777777777777777,1.2222222222222223,0.6666666666666666,2.0,1.3333333333333333,2,3.6666666666666665,3.2,2.2
1695,94,Courtois,2017/2018,17,3,12,2.0,1.0,0.7777777777777778,1.2222222222222223,2.0,2.0,2,1.3333333333333333,3.0,1.033333333333333
2138,116,Speroni,2017/2018,17,18,9,1.3333333333333333,1.7777777777777777,1.6666666666666667,1.4444444444444444,2.0,5.0,2,3.6666666666666665,3.8,2.833333333333333
2480,135,Pickford,2017/2018,17,10,16,0.7777777777777778,1.0,1.8888888888888888,1.3333333333333333,2.0,7.0,10,3.0,6.8,2.100000000000001
2884,163,Lössl,2017/2018,17,12,3,1.0,2.0,1.2222222222222223,0.7777777777777778,6.0,2.6666666666666665,1,2.0,2.0,1.7
3302,189,Schmeichel,2017/2018,17,8,11,1.7777777777777777,1.2,1.5555555555555556,1.4,1.0,4.666666666666667,3,3.333333333333333,3.8,2.1666666666666674
3738,214,Karius,2017/2018,17,5,17,1.5555555555555556,0.4444444444444444,0.3333333333333333,1.1111111111111112,6.0,0.0,6,0.0,0.0,0.0
4166,240,Santana de Moraes,2017/2018,17,1,20,2.6666666666666665,0.5555555555555556,0.5555555555555556,1.5555555555555556,3.0,4.333333333333333,7,3.333333333333333,3.4,2.7999999999999994
4556,260,de Gea,2017/2018,17,2,14,2.4444444444444446,0.6666666666666666,0.3333333333333333,1.2222222222222223,2.0,7.0,11,8.666666666666666,5.6,5.4
4999,287,Darlow,2017/2018,17,16,10,1.0,0.7777777777777778,1.3333333333333333,1.8888888888888888,2.0,2.6666666666666665,3,4.0,0.0,3.1333333333333333
5324,306,Forster,2017/2018,17,11,8,1.2,1.7777777777777777,1.4,1.5555555555555556,3.0,2.333333333333333,1,4.666666666666667,2.8,3.166666666666666
5725,328,Butland,2017/2018,17,15,6,1.0,0.7777777777777778,2.333333333333333,0.3333333333333333,2.0,2.333333333333333,2,3.6666666666666665,2.8,2.1666666666666674
